Hora de inicio de la toma de datos: 11:31:21
AT(s)	W	X	Y	Z
1.471	0.866723	-0.145753	0.476991	-0.005262	
1.496	0.865044	-0.132032	0.483859	-0.01213	
1.52	0.866013	-0.114665	0.486312	-0.019328	
1.545	0.870192	-0.091946	0.483239	-0.028133	
1.571	0.874084	-0.068457	0.479383	-0.038524	
1.597	0.876832	-0.049709	0.475935	-0.046689	
1.621	0.878975	-0.030539	0.472549	-0.056279	
1.645	0.880736	-0.011623	0.468189	-0.070489	
1.671	0.883083	0.006382	0.460961	-0.087397	
1.696	0.883532	0.02007	0.456434	-0.103133	
1.721	0.881513	0.035869	0.454781	-0.121751	
1.759	0.879316	0.060975	0.444337	-0.160159	
1.788	0.875565	0.07769	0.433857	-0.197782	
1.816	0.873412	0.08762	0.416982	-0.235796	
1.841	0.870736	0.096627	0.391854	-0.280949	
1.87	0.866026	0.107018	0.376729	-0.31084	
1.895	0.863058	0.110805	0.357416	-0.339275	
1.92	0.862849	0.107334	0.33199	-0.365724	
1.946	0.862875	0.102278	0.305984	-0.389051	
1.972	0.86342	0.094138	0.275531	-0.411979	
1.996	0.864581	0.08893	0.237549	-0.433777	
2.02	0.865109	0.08908	0.192902	-0.454357	
2.045	0.862305	0.085729	0.153977	-0.474733	
2.071	0.859103	0.087674	0.11612	-0.490685	
2.095	0.85755	0.088727	0.075629	-0.501015	
2.12	0.853621	0.083215	0.0394	-0.512693	
2.158	0.848874	0.078885	-0.009997	-0.522581	
2.19	0.844777	0.077231	-0.054718	-0.526682	
2.214	0.840981	0.069422	-0.087484	-0.529412	
2.24	0.836708	0.064496	-0.121002	-0.530207	
2.272	0.831381	0.064512	-0.162505	-0.527481	
2.294	0.826238	0.062885	-0.203244	-0.521602	
2.319	0.821955	0.055514	-0.230456	-0.51788	
2.358	0.814604	0.057858	-0.27571	-0.507008	
2.382	0.806254	0.053776	-0.319218	-0.495139	
2.407	0.800636	0.044741	-0.344473	-0.488179	
2.432	0.79642	0.041863	-0.363506	-0.481482	
2.458	0.79148	0.047305	-0.386566	-0.47105	
2.483	0.787168	0.046425	-0.407216	-0.460854	
2.507	0.784311	0.042769	-0.423288	-0.451502	
2.532	0.78061	0.043638	-0.444328	-0.437398	
2.558	0.773537	0.037181	-0.482765	-0.408895	
2.591	0.770082	0.02248	-0.502427	-0.392474	
2.614	0.767151	0.008046	-0.519405	-0.376342	
2.639	0.764374	0.002291	-0.543941	-0.346201	
2.683	0.765919	-0.025299	-0.557001	-0.320122	
2.711	0.764102	-0.03777	-0.565026	-0.308977	
2.739	0.764066	-0.040527	-0.573158	-0.293343	
2.764	0.77015	-0.058387	-0.573728	-0.272573	
2.795	0.775196	-0.079323	-0.572931	-0.254026	
2.82	0.77973	-0.097053	-0.573861	-0.230836	
2.859	0.793037	-0.121139	-0.563496	-0.197206	
2.89	0.804904	-0.14251	-0.548481	-0.176037	
2.919	0.814464	-0.164177	-0.535181	-0.152565	
2.944	0.823291	-0.190943	-0.518831	-0.128636	
2.983	0.829926	-0.218675	-0.501373	-0.109679	
3.008	0.838371	-0.241968	-0.479792	-0.091571	
3.036	0.845241	-0.261023	-0.460033	-0.076181	
3.064	0.84957	-0.283537	-0.440486	-0.061725	
3.089	0.853496	-0.308617	-0.417094	-0.048294	
3.12	0.858684	-0.321708	-0.396857	-0.040875	
3.147	0.863788	-0.332712	-0.376719	-0.035439	
3.17	0.867519	-0.345683	-0.356647	-0.026787	
3.197	0.869131	-0.362152	-0.336408	-0.016969	
3.222	0.870578	-0.377483	-0.315466	-0.009015	
3.247	0.87192	-0.389718	-0.29643	-0.002152	
3.269	0.872595	-0.400513	-0.279539	0.005116	
3.294	0.874313	-0.410127	-0.259358	0.010295	
3.321	0.87556	-0.421949	-0.234955	0.012214	
3.347	0.875566	-0.435154	-0.209376	0.013677	
3.37	0.87562	-0.447184	-0.181916	0.01496	
3.409	0.876748	-0.461046	-0.135831	0.01732	
3.436	0.875322	-0.47138	-0.105765	0.020663	
3.465	0.875222	-0.476732	-0.077769	0.025796	
3.496	0.874395	-0.481224	-0.054519	0.029745	
3.52	0.873167	-0.485647	-0.026657	0.031879	
3.545	0.871386	-0.489504	-0.000629	0.03274	
3.571	0.870194	-0.491037	0.022464	0.033767	
3.594	0.8664	-0.495516	0.051556	0.034014	
3.62	0.860591	-0.501518	0.081582	0.034752	
3.645	0.855795	-0.505337	0.104536	0.036357	
3.673	0.85385	-0.503166	0.12779	0.037865	
3.694	0.849645	-0.50281	0.155303	0.034159	
3.733	0.846747	-0.495123	0.193034	0.024715	
3.764	0.851731	-0.48123	0.205891	0.024108	
3.789	0.851877	-0.474103	0.221588	0.020743	
3.816	0.851977	-0.464829	0.240473	0.015551	
3.839	0.850982	-0.451708	0.26779	0.008802	
3.87	0.851691	-0.437208	0.288901	0.002872	
3.892	0.856081	-0.415258	0.30771	-0.001291	
3.933	0.859273	-0.396073	0.323677	-0.003115	
3.957	0.860941	-0.376967	0.341511	-0.006844	
3.982	0.863799	-0.352648	0.359588	-0.013659	
4.008	0.865929	-0.335392	0.37059	-0.018497	
4.033	0.867103	-0.317404	0.383157	-0.024034	
4.059	0.869573	-0.286408	0.400852	-0.033647	
4.087	0.872722	-0.264189	0.408741	-0.038604	
4.115	0.874594	-0.247541	0.414692	-0.042894	
4.139	0.875519	-0.226451	0.423377	-0.054205	
4.171	0.877046	-0.207902	0.427933	-0.066637	
4.196	0.880508	-0.183709	0.429313	-0.081533	
4.22	0.88276	-0.161386	0.430679	-0.09594	
4.244	0.883106	-0.144941	0.432738	-0.108875	
4.282	0.884583	-0.124864	0.431698	-0.124737	
4.309	0.887334	-0.096115	0.424719	-0.151702	
4.34	0.888826	-0.078328	0.419891	-0.165968	
4.364	0.890183	-0.052311	0.413636	-0.183694	
4.396	0.894164	-0.027147	0.399994	-0.199348	
4.42	0.896853	-0.009591	0.3864	-0.215076	
4.446	0.898414	-0.000204	0.375821	-0.227181	
4.467	0.900032	0.013207	0.362909	-0.240966	
4.493	0.901214	0.033754	0.345644	-0.25924	
4.52	0.901079	0.047325	0.334403	-0.272014	
4.543	0.899756	0.056641	0.327604	-0.282677	
4.569	0.899783	0.063141	0.316076	-0.29411	
4.591	0.900755	0.067342	0.296778	-0.309885	
4.62	0.901489	0.069807	0.280824	-0.321842	
4.644	0.902739	0.073232	0.259599	-0.335124	
4.668	0.904163	0.078569	0.227276	-0.353074	
4.694	0.904563	0.081193	0.19121	-0.372308	
4.733	0.902408	0.085823	0.153504	-0.393359	
4.758	0.896733	0.098437	0.087947	-0.422429	
4.79	0.891893	0.10223	0.044886	-0.438247	
4.815	0.886585	0.102082	0.010421	-0.451041	
4.838	0.879162	0.1039	-0.036133	-0.463652	
4.865	0.871697	0.105639	-0.076487	-0.472372	
4.887	0.860504	0.102605	-0.122735	-0.483674	
4.915	0.851676	0.096086	-0.160688	-0.489484	
4.944	0.845955	0.093853	-0.189649	-0.489475	
4.97	0.841235	0.095919	-0.212555	-0.487795	
4.994	0.835771	0.097109	-0.238144	-0.485123	
5.032	0.830979	0.096209	-0.269188	-0.477237	
5.058	0.827563	0.093261	-0.295129	-0.468338	
5.083	0.82037	0.090995	-0.346752	-0.445506	
5.115	0.815146	0.082272	-0.380651	-0.428805	
5.14	0.8081	0.073694	-0.413193	-0.413297	
5.164	0.800884	0.071191	-0.448032	-0.390877	
5.188	0.796687	0.062538	-0.477074	-0.365758	
5.215	0.795151	0.045682	-0.493171	-0.349902	
5.239	0.79161	0.037403	-0.509668	-0.334954	
5.27	0.792473	0.037053	-0.518755	-0.318602	
5.294	0.797228	0.02496	-0.523139	-0.300216	
5.317	0.800582	0.003881	-0.526216	-0.286621	
5.344	0.801634	-0.006242	-0.533911	-0.268857	
5.371	0.804724	-0.008759	-0.538316	-0.250119	
5.393	0.812305	-0.022112	-0.537613	-0.225043	
5.421	0.819017	-0.043345	-0.536763	-0.198034	
5.457	0.823435	-0.064506	-0.537239	-0.170787	
5.483	0.826213	-0.08239	-0.537149	-0.14851	
5.508	0.82817	-0.113577	-0.535622	-0.119768	
5.541	0.830345	-0.136604	-0.530502	-0.102147	
5.564	0.833592	-0.160546	-0.521563	-0.085562	
5.591	0.837729	-0.187254	-0.508319	-0.068975	
5.619	0.842128	-0.20597	-0.494875	-0.059131	
5.647	0.851648	-0.215095	-0.475173	-0.051397	
5.668	0.861282	-0.233103	-0.449402	-0.043532	
5.697	0.869956	-0.248845	-0.423927	-0.039224	
5.718	0.878072	-0.269185	-0.393612	-0.039975	
5.744	0.882687	-0.28912	-0.368631	-0.037208	
5.769	0.884107	-0.314302	-0.344289	-0.032161	
5.795	0.884137	-0.339638	-0.319671	-0.027546	
5.819	0.885281	-0.358422	-0.295362	-0.023932	
5.847	0.887946	-0.370145	-0.27224	-0.020737	
5.87	0.890635	-0.37718	-0.25325	-0.019235	
5.895	0.890614	-0.391471	-0.230925	-0.01521	
5.919	0.893281	-0.40265	-0.199499	-0.011095	
5.945	0.897445	-0.41065	-0.160628	-0.012542	
5.969	0.899056	-0.420353	-0.121968	-0.011258	
5.996	0.899713	-0.428729	-0.081722	-0.005392	
6.02	0.901626	-0.430563	-0.040753	-0.005034	
6.047	0.902371	-0.43086	-0.005759	-0.007258	
6.07	0.898017	-0.438876	0.030482	-0.004915	
6.095	0.892869	-0.444558	0.071697	-0.003673	
6.12	0.885391	-0.451872	0.108964	-0.004637	
6.158	0.877817	-0.454485	0.151236	-0.002954	
6.189	0.870615	-0.458769	0.177645	0.001423	
6.221	0.864587	-0.459673	0.202955	0.000675	
6.246	0.85966	-0.460524	0.221119	0.003125	
6.27	0.862102	-0.449876	0.233181	0.004182	
6.294	0.864452	-0.441336	0.240673	0.004627	
6.321	0.864559	-0.435203	0.251235	0.004124	
6.346	0.862424	-0.429351	0.268092	0.00321	
6.369	0.863561	-0.416239	0.284596	0.003544	
6.394	0.86758	-0.395592	0.301331	0.003379	
6.419	0.871325	-0.376626	0.314549	0.001958	
6.444	0.871941	-0.362592	0.329006	0.001091	
6.471	0.870695	-0.350446	0.345075	-0.000782	
6.495	0.872497	-0.334618	0.356058	-0.001573	
6.522	0.875078	-0.317325	0.365437	3.8e-05	
6.545	0.877134	-0.302403	0.373071	0.002297	
6.57	0.87775	-0.290116	0.381289	0.002506	
6.594	0.878569	-0.271602	0.392873	-0.000555	
6.62	0.881937	-0.240569	0.405341	-0.003444	
6.658	0.884517	-0.211262	0.415916	-0.003501	
6.688	0.886303	-0.196061	0.419475	-0.008243	
6.715	0.889601	-0.176666	0.420974	-0.013434	
6.74	0.893607	-0.151295	0.422275	-0.016169	
6.764	0.900265	-0.123738	0.417013	-0.017648	
6.808	0.905971	-0.092304	0.412056	-0.030126	
6.839	0.90886	-0.071278	0.409063	-0.039514	
6.87	0.911175	-0.053712	0.405686	-0.047903	
6.896	0.912208	-0.029964	0.404045	-0.061045	
6.933	0.913248	-0.011729	0.400446	-0.07405	
6.957	0.915337	0.002963	0.392808	-0.088607	
6.982	0.917063	0.015773	0.384705	-0.103677	
7.007	0.919036	0.027121	0.3742	-0.12088	
7.033	0.921012	0.038206	0.359474	-0.145107	
7.065	0.922199	0.046414	0.346143	-0.166072	
7.089	0.922413	0.050185	0.333465	-0.188247	
7.12	0.922033	0.061681	0.324071	-0.202556	
7.145	0.922467	0.072101	0.310775	-0.217429	
7.169	0.921981	0.083175	0.292203	-0.240104	
7.195	0.919788	0.092986	0.273804	-0.265283	
7.22	0.91735	0.109614	0.247098	-0.292226	
7.247	0.91134	0.124752	0.210014	-0.331346	
7.271	0.90627	0.124278	0.172115	-0.365521	
7.296	0.900398	0.123009	0.139997	-0.393133	
7.321	0.894856	0.129663	0.105787	-0.413798	
7.345	0.888475	0.14095	0.071256	-0.430892	
7.37	0.882635	0.144409	0.042617	-0.445292	
7.394	0.875367	0.146644	0.011578	-0.460537	
7.42	0.86793	0.149248	-0.024795	-0.473083	
7.444	0.86089	0.146533	-0.058685	-0.483687	
7.47	0.855369	0.14042	-0.087818	-0.49083	
7.495	0.84966	0.13883	-0.118541	-0.494725	
7.521	0.843586	0.138585	-0.148977	-0.496953	
7.545	0.838892	0.136905	-0.175032	-0.496872	
7.569	0.835225	0.132895	-0.199562	-0.494887	
7.608	0.826626	0.138411	-0.258704	-0.480212	
7.64	0.818265	0.134685	-0.30422	-0.468779	
7.682	0.810617	0.12746	-0.347123	-0.454048	
7.708	0.802709	0.124795	-0.382237	-0.440431	
7.733	0.792174	0.123617	-0.421362	-0.423831	
7.759	0.780451	0.113438	-0.466468	-0.400546	
7.79	0.771688	0.109921	-0.499126	-0.378535	
7.82	0.761836	0.10626	-0.530595	-0.356067	
7.846	0.754086	0.096359	-0.55338	-0.340354	
7.871	0.752125	0.084283	-0.566024	-0.326835	
7.897	0.752184	0.072856	-0.575359	-0.312846	
7.92	0.749789	0.066465	-0.585785	-0.300425	
7.946	0.750893	0.059747	-0.591489	-0.287629	
7.971	0.759344	0.044117	-0.589102	-0.272782	
7.994	0.770694	0.021467	-0.585066	-0.251532	
8.032	0.778099	0.00526	-0.585044	-0.228601	
8.058	0.78945	-0.026405	-0.580692	-0.197152	
8.089	0.79844	-0.052508	-0.573324	-0.176168	
8.114	0.81113	-0.079572	-0.55949	-0.15069	
8.146	0.821461	-0.102298	-0.544782	-0.13398	
8.171	0.831274	-0.121756	-0.528095	-0.123596	
8.196	0.842284	-0.134842	-0.509691	-0.112208	
8.221	0.85356	-0.150021	-0.488801	-0.100015	
8.245	0.864223	-0.168215	-0.465811	-0.088558	
8.271	0.875105	-0.187538	-0.439096	-0.078845	
8.295	0.887912	-0.204073	-0.405692	-0.073355	
8.32	0.900366	-0.217739	-0.36974	-0.072269	
8.346	0.911217	-0.229748	-0.334107	-0.072615	
8.37	0.921226	-0.243097	-0.294717	-0.073402	
8.407	0.930051	-0.25307	-0.256124	-0.073225	
8.433	0.938913	-0.262231	-0.211152	-0.071358	
8.463	0.942531	-0.273157	-0.179504	-0.069276	
8.49	0.945085	-0.285848	-0.143348	-0.067503	
8.521	0.947395	-0.291614	-0.114456	-0.065602	
8.558	0.949367	-0.296871	-0.077899	-0.067092	
8.589	0.947685	-0.308038	-0.052534	-0.065165	
8.614	0.946829	-0.314578	-0.020094	-0.06444	
8.646	0.948152	-0.310529	0.004412	-0.067535	
8.67	0.951027	-0.300424	0.023781	-0.068763	
8.695	0.955296	-0.283107	0.042679	-0.073741	
8.722	0.959583	-0.263035	0.056359	-0.082682	
8.745	0.962615	-0.246769	0.065347	-0.090597	
8.771	0.964962	-0.233195	0.071833	-0.096485	
8.808	0.968915	-0.211271	0.079197	-0.101466	
8.833	0.973516	-0.184149	0.082724	-0.107293	
8.858	0.974938	-0.164004	0.086422	-0.123002	
8.891	0.974079	-0.15982	0.093265	-0.130111	
8.916	0.975241	-0.147035	0.094646	-0.135383	
8.94	0.976499	-0.136509	0.089974	-0.140428	
8.966	0.977329	-0.127561	0.088303	-0.144083	
8.995	0.977533	-0.119002	0.089543	-0.149164	
9.02	0.978013	-0.110195	0.084322	-0.155687	
9.045	0.978488	-0.101944	0.075892	-0.162507	
9.072	0.978868	-0.094078	0.065766	-0.169241	
9.097	0.979107	-0.086523	0.055168	-0.175557	
9.122	0.979183	-0.078771	0.044438	-0.181715	
9.146	0.97878	-0.07545	0.036923	-0.186907	
9.169	0.978285	-0.075839	0.035867	-0.189527	
9.194	0.977796	-0.078363	0.037327	-0.190737	
9.221	0.976931	-0.085064	0.03984	-0.191787	
9.257	0.976635	-0.089897	0.043668	-0.19025	
9.287	0.976555	-0.092222	0.045693	-0.18907	
9.316	0.976184	-0.096749	0.04847	-0.188029	
9.346	0.976085	-0.099752	0.050295	-0.18649	
9.37	0.976314	-0.09989	0.049662	-0.185386	
9.396	0.976559	-0.098886	0.047848	-0.185105	
9.419	0.976674	-0.099635	0.04656	-0.184424	
9.445	0.976665	-0.101957	0.046082	-0.183322	
9.482	0.976599	-0.105426	0.044232	-0.182163	
9.515	0.97674	-0.10694	0.044441	-0.180468	
9.54	0.976491	-0.111198	0.046902	-0.17861	
9.569	0.975791	-0.118412	0.048807	-0.177284	
9.607	0.976099	-0.119769	0.047922	-0.174901	
9.633	0.97633	-0.119968	0.046205	-0.173934	
