Hora de inicio de la toma de datos: 11:31:03
AT(s)	W	X	Y	Z
1.317	0.984688	0.124563	0.078393	-0.093423	
1.354	0.984723	0.124353	0.077983	-0.093677	
1.386	0.984771	0.123986	0.077524	-0.094042	
1.411	0.984834	0.123124	0.077398	-0.094611	
1.437	0.984898	0.121865	0.077579	-0.095424	
1.466	0.984964	0.120906	0.077534	-0.096003	
1.491	0.985114	0.119555	0.077134	-0.096471	
1.529	0.98527	0.119147	0.074992	-0.097077	
1.555	0.985694	0.117775	0.071272	-0.09725	
1.58	0.986001	0.117148	0.067513	-0.097572	
1.604	0.986105	0.117217	0.064644	-0.098383	
1.629	0.986488	0.116106	0.061116	-0.09811	
1.654	0.986734	0.116166	0.057906	-0.097512	
1.679	0.986777	0.11744	0.054734	-0.097385	
1.704	0.986939	0.118271	0.051353	-0.096577	
1.729	0.987216	0.119138	0.047431	-0.09466	
1.76	0.987234	0.122372	0.043226	-0.092334	
1.787	0.987147	0.125131	0.040142	-0.090949	
1.812	0.987278	0.126439	0.03646	-0.089258	
1.838	0.987213	0.129081	0.03341	-0.087362	
1.864	0.986947	0.132362	0.0308	-0.086419	
1.887	0.987044	0.133708	0.026454	-0.084653	
1.911	0.986945	0.136874	0.021896	-0.082017	
1.936	0.986623	0.140236	0.018626	-0.081008	
1.961	0.986654	0.142823	0.010419	-0.07751	
2.005	0.986468	0.144649	0.006682	-0.07689	
2.038	0.986334	0.146697	0.002496	-0.074965	
2.063	0.986277	0.147938	-0.001018	-0.073281	
2.087	0.985956	0.150276	-0.0037	-0.072763	
2.112	0.985542	0.152971	-0.004786	-0.07269	
2.137	0.985495	0.153853	-0.007509	-0.071226	
2.163	0.985556	0.153537	-0.008576	-0.070945	
2.193	0.985572	0.153285	-0.010179	-0.071048	
2.218	0.985313	0.154847	-0.011702	-0.071025	
2.245	0.985074	0.156101	-0.01178	-0.071573	
2.268	0.985114	0.155887	-0.012824	-0.071311	
2.292	0.985157	0.155673	-0.014897	-0.070784	
2.318	0.984867	0.15719	-0.016781	-0.071037	
2.341	0.984443	0.159487	-0.017306	-0.071663	
2.366	0.984275	0.160579	-0.018054	-0.071357	
2.405	0.984452	0.159473	-0.01986	-0.070909	
2.429	0.984318	0.15984	-0.021142	-0.071569	
2.454	0.984143	0.160447	-0.021547	-0.07249	
2.486	0.98424	0.159797	-0.02225	-0.072397	
2.512	0.984545	0.15786	-0.023298	-0.072174	
2.544	0.984436	0.158351	-0.023227	-0.072603	
2.567	0.984267	0.159424	-0.023166	-0.072565	
2.592	0.984067	0.160738	-0.023257	-0.072356	
2.618	0.983795	0.162432	-0.023385	-0.072228	
2.642	0.983599	0.163723	-0.023247	-0.072021	
2.665	0.983556	0.164042	-0.022754	-0.072041	
2.69	0.983579	0.164019	-0.022262	-0.071932	
2.715	0.983442	0.165398	-0.020853	-0.071067	
2.743	0.98324	0.167022	-0.018022	-0.070842	
2.768	0.983563	0.164757	-0.017146	-0.071873	
2.791	0.98376	0.163386	-0.020274	-0.071487	
2.818	0.982451	0.171237	-0.022412	-0.070463	
2.843	0.981276	0.178109	-0.02047	-0.0704	
2.866	0.981131	0.17942	-0.017193	-0.069966	
2.891	0.981307	0.179024	-0.018755	-0.068085	
2.918	0.980969	0.18096	-0.018338	-0.067948	
2.941	0.980954	0.180366	-0.012008	-0.07108	
2.969	0.981494	0.177657	-0.00896	-0.070907	
2.993	0.98153	0.178359	-0.008189	-0.068709	
3.018	0.981384	0.179077	-0.005945	-0.069154	
3.042	0.98167	0.176934	-0.001289	-0.070824	
3.064	0.983416	0.164926	0.010824	-0.074673	
3.105	0.985184	0.150575	0.022458	-0.078959	
3.136	0.985144	0.146271	0.031671	-0.084222	
3.162	0.985026	0.142078	0.040567	-0.08884	
3.191	0.985839	0.134486	0.04464	-0.089675	
3.229	0.98599	0.128977	0.053178	-0.091439	
3.255	0.985611	0.125529	0.062379	-0.094458	
3.28	0.98548	0.120158	0.070592	-0.096991	
3.304	0.985598	0.115306	0.076126	-0.097499	
3.33	0.985612	0.112083	0.08091	-0.097261	
3.362	0.985698	0.109742	0.084493	-0.096003	
3.387	0.985686	0.108385	0.087309	-0.095152	
3.416	0.98561	0.107571	0.08869	-0.095586	
3.454	0.98596	0.10384	0.089136	-0.095678	
3.48	0.986187	0.101243	0.089217	-0.096048	
3.505	0.986229	0.100593	0.089182	-0.096335	
3.537	0.986245	0.10027	0.088893	-0.096768	
3.562	0.98642	0.098745	0.08824	-0.097152	
3.587	0.986445	0.098308	0.087882	-0.097663	
3.612	0.986255	0.099836	0.087848	-0.098068	
3.643	0.986123	0.10133	0.087644	-0.098044	
3.667	0.986017	0.102457	0.087479	-0.09808	
3.705	0.98596	0.102676	0.087415	-0.098489	
3.735	0.985916	0.1027	0.087428	-0.098884	
3.762	0.985961	0.102141	0.087473	-0.098983	
3.791	0.986045	0.101198	0.08763	-0.098971	
3.817	0.986118	0.099954	0.087958	-0.09922	
3.844	0.986153	0.098804	0.088464	-0.099576	
3.868	0.986224	0.097265	0.089037	-0.09987	
3.893	0.986321	0.096819	0.088172	-0.100117	
3.93	0.986275	0.099022	0.085737	-0.100525	
3.955	0.986261	0.100768	0.082895	-0.10131	
3.987	0.986427	0.10234	0.077548	-0.102352	
4.011	0.987122	0.102768	0.069054	-0.101297	
4.044	0.987564	0.103459	0.063606	-0.099844	
4.067	0.987546	0.106289	0.059596	-0.099524	
4.092	0.987303	0.110252	0.056255	-0.099567	
4.117	0.987285	0.113974	0.051643	-0.098033	
4.143	0.987222	0.119099	0.046463	-0.095132	
4.179	0.98717	0.123606	0.041045	-0.092372	
4.205	0.987163	0.126965	0.036396	-0.089805	
4.237	0.986868	0.132624	0.030759	-0.086926	
4.262	0.9866	0.137107	0.026023	-0.084523	
4.286	0.986442	0.140113	0.022077	-0.082547	
4.311	0.986103	0.145472	0.01432	-0.078949	
4.354	0.985939	0.148707	0.006748	-0.075923	
4.379	0.985755	0.150756	0.003582	-0.074473	
4.404	0.985992	0.149873	-0.000336	-0.073194	
4.43	0.986301	0.149082	-0.005105	-0.07042	
4.454	0.986183	0.150603	-0.008297	-0.068513	
4.479	0.985876	0.152667	-0.01096	-0.067988	
4.504	0.985808	0.153411	-0.014462	-0.066626	
4.529	0.985957	0.153143	-0.01705	-0.064378	
4.556	0.986283	0.151241	-0.019002	-0.06333	
4.586	0.986639	0.148811	-0.020188	-0.063178	
4.613	0.986784	0.147979	-0.021705	-0.062366	
4.638	0.987057	0.146036	-0.023568	-0.061936	
4.667	0.987171	0.145069	-0.024575	-0.061998	
4.69	0.987344	0.143609	-0.026179	-0.062	
4.716	0.987365	0.143133	-0.027163	-0.062338	
4.742	0.987375	0.142731	-0.027185	-0.063083	
4.766	0.987344	0.142624	-0.027894	-0.063501	
4.792	0.987223	0.143032	-0.029404	-0.063776	
4.817	0.987032	0.143734	-0.030387	-0.064697	
4.842	0.986767	0.144877	-0.030801	-0.065975	
4.879	0.986581	0.145777	-0.031737	-0.066336	
4.905	0.986474	0.146264	-0.032954	-0.066261	
4.929	0.986259	0.147496	-0.033324	-0.06654	
4.961	0.986022	0.149023	-0.033302	-0.066665	
4.986	0.985852	0.15047	-0.033026	-0.066068	
5.015	0.985874	0.150756	-0.031969	-0.065598	
5.055	0.985907	0.150974	-0.029987	-0.065543	
5.08	0.985638	0.153153	-0.027028	-0.065808	
5.105	0.985629	0.153565	-0.023618	-0.066292	
5.129	0.985378	0.155717	-0.021367	-0.065775	
5.154	0.984963	0.15889	-0.018536	-0.065256	
5.179	0.984552	0.162217	-0.016146	-0.063891	
5.205	0.984275	0.164634	-0.014181	-0.062423	
5.236	0.984775	0.16182	-0.008963	-0.062872	
5.261	0.98591	0.155176	-0.002379	-0.062425	
5.292	0.985897	0.155253	-0.000721	-0.062473	
5.317	0.986052	0.154052	0.002427	-0.062962	
5.355	0.98666	0.149212	0.00952	-0.064396	
5.38	0.98714	0.14491	0.015186	-0.065768	
5.404	0.987811	0.139912	0.017175	-0.066024	
5.437	0.988213	0.137323	0.018133	-0.065177	
5.462	0.988049	0.137397	0.024555	-0.065409	
5.492	0.988113	0.135993	0.02938	-0.065382	
5.516	0.988535	0.13195	0.033373	-0.065382	
5.543	0.988798	0.128595	0.037442	-0.065885	
5.567	0.98865	0.127683	0.04205	-0.067077	
5.605	0.98879	0.124573	0.046975	-0.0676	
5.63	0.988465	0.123445	0.05382	-0.069295	
5.66	0.988205	0.118227	0.065241	-0.072226	
5.687	0.987314	0.112699	0.082495	-0.075532	
5.73	0.986528	0.10951	0.094806	-0.076039	
5.762	0.985316	0.10526	0.109931	-0.077384	
5.793	0.984612	0.103621	0.117254	-0.077804	
5.818	0.984234	0.099288	0.124051	-0.07769	
5.844	0.984143	0.095351	0.128212	-0.077022	
5.867	0.983996	0.092501	0.131746	-0.076407	
5.891	0.983801	0.091729	0.13374	-0.076388	
5.918	0.983815	0.091347	0.133703	-0.076729	
5.942	0.984275	0.089077	0.131965	-0.076505	
5.967	0.984693	0.087306	0.130145	-0.076285	
5.991	0.984905	0.08544	0.129569	-0.076644	
6.017	0.985038	0.082878	0.129778	-0.077394	
6.041	0.985115	0.081289	0.129837	-0.07799	
6.067	0.985075	0.081639	0.129691	-0.078376	
6.09	0.985035	0.081997	0.129494	-0.078823	
6.116	0.985023	0.08165	0.129453	-0.079405	
6.142	0.984968	0.081437	0.129637	-0.080009	
6.165	0.984885	0.081253	0.130148	-0.080382	
6.194	0.984866	0.080702	0.130627	-0.080392	
6.23	0.984918	0.080045	0.130439	-0.080716	
6.254	0.985101	0.079405	0.12919	-0.081118	
6.281	0.985604	0.078163	0.126056	-0.081152	
6.31	0.985871	0.08095	0.121701	-0.081819	
6.337	0.986474	0.085098	0.113288	-0.082419	
6.38	0.987331	0.087291	0.105046	-0.080771	
6.404	0.98777	0.090068	0.099175	-0.079768	
6.429	0.988288	0.092574	0.092298	-0.07873	
6.455	0.989023	0.093714	0.085359	-0.075931	
6.481	0.989315	0.099712	0.07758	-0.072765	
6.511	0.988973	0.112734	0.066475	-0.069309	
6.555	0.989489	0.117998	0.054762	-0.063163	
6.587	0.989301	0.124349	0.048301	-0.059058	
6.611	0.989101	0.127986	0.043752	-0.058185	
6.637	0.989046	0.131915	0.036945	-0.054974	
6.662	0.989207	0.133702	0.031289	-0.051126	
6.687	0.989514	0.134146	0.024109	-0.047803	
6.729	0.989616	0.135656	0.017234	-0.044278	
6.763	0.989546	0.13781	0.012108	-0.040747	
6.786	0.989638	0.1376	0.010754	-0.039594	
6.811	0.989736	0.137377	0.009411	-0.038243	
6.836	0.989608	0.138878	0.007636	-0.036468	
6.862	0.989537	0.139664	0.007111	-0.035507	
6.892	0.989657	0.13887	0.007876	-0.035109	
6.929	0.989691	0.138787	0.00782	-0.034489	
6.955	0.989608	0.139226	0.008228	-0.035004	
6.979	0.98959	0.139208	0.007869	-0.035637	
7.005	0.989493	0.139741	0.007834	-0.036267	
7.037	0.989278	0.141181	0.006584	-0.036787	
7.062	0.9892	0.141694	0.005422	-0.037118	
7.087	0.989056	0.14248	0.004223	-0.038074	
7.116	0.988847	0.143799	0.003179	-0.038659	
7.142	0.988716	0.144647	0.00279	-0.038872	
7.163	0.988568	0.145608	0.002284	-0.039072	
7.186	0.988256	0.147312	0.002755	-0.040512	
7.219	0.988382	0.145964	0.003948	-0.042184	
7.243	0.988391	0.145265	0.006259	-0.044075	
7.266	0.987824	0.147941	0.012288	-0.046545	
7.293	0.987116	0.151529	0.018071	-0.048118	
7.329	0.987638	0.147925	0.019922	-0.047884	
7.355	0.98843	0.141175	0.026202	-0.048872	
7.38	0.989086	0.133159	0.035192	-0.052336	
7.405	0.989117	0.131313	0.038201	-0.054272	
7.43	0.988612	0.136422	0.037053	-0.051608	
7.454	0.987854	0.140136	0.04093	-0.053215	
7.479	0.988444	0.131771	0.049858	-0.055937	
7.505	0.989286	0.120754	0.05835	-0.057678	
7.537	0.989613	0.11359	0.064938	-0.059557	
7.561	0.989626	0.111386	0.067472	-0.060679	
7.586	0.989622	0.107138	0.072871	-0.062126	
7.612	0.989967	0.095994	0.080628	-0.065197	
7.636	0.990011	0.088152	0.08656	-0.067926	
7.661	0.989815	0.083021	0.091862	-0.070251	
7.686	0.989774	0.07982	0.094366	-0.071208	
7.712	0.989809	0.077358	0.096364	-0.070767	
7.737	0.989196	0.076878	0.102281	-0.071556	
7.767	0.988974	0.074026	0.106377	-0.071651	
7.793	0.988706	0.072915	0.109657	-0.071556	
7.817	0.988443	0.073877	0.111749	-0.070963	
7.842	0.988447	0.07325	0.113153	-0.069311	
7.867	0.988506	0.070105	0.11507	-0.068555	
7.89	0.988392	0.067913	0.117272	-0.068675	
7.917	0.988296	0.067807	0.118163	-0.068637	
7.94	0.988317	0.068271	0.118038	-0.06809	
7.98	0.988447	0.068243	0.117496	-0.067157	
8.004	0.98842	0.068229	0.117782	-0.067068	
8.038	0.988499	0.066961	0.117544	-0.067594	
8.069	0.988584	0.065799	0.117123	-0.06823	
8.092	0.988675	0.064405	0.116674	-0.069007	
8.117	0.988747	0.063142	0.116435	-0.069536	
8.142	0.988789	0.062415	0.116358	-0.069725	
8.163	0.988846	0.061388	0.116294	-0.069938	
8.187	0.988858	0.060202	0.116552	-0.070361	
8.219	0.98889	0.059489	0.116455	-0.070685	
8.242	0.988908	0.058963	0.116099	-0.071451	
8.267	0.989034	0.058056	0.114809	-0.072524	
8.292	0.989466	0.056122	0.111649	-0.073085	
8.316	0.990179	0.054	0.106833	-0.072222	
8.342	0.990892	0.053461	0.101406	-0.070656	
8.367	0.991268	0.053059	0.098507	-0.069783	
8.39	0.991697	0.053584	0.094384	-0.068982	
8.411	0.992106	0.055564	0.089789	-0.067653	
8.436	0.99276	0.060296	0.081769	-0.06408	
8.479	0.99313	0.060417	0.078064	-0.062833	
8.505	0.993574	0.058923	0.075234	-0.060661	
8.53	0.993982	0.061723	0.070428	-0.056826	
8.554	0.993862	0.069145	0.067939	-0.053307	
8.58	0.993531	0.075083	0.066974	-0.052666	
8.61	0.993794	0.076433	0.06279	-0.050888	
8.636	0.994101	0.078809	0.057546	-0.047338	
8.661	0.993649	0.086871	0.055102	-0.045587	
8.686	0.993076	0.094115	0.05385	-0.045203	
8.712	0.993191	0.096072	0.051446	-0.04118	
8.744	0.993224	0.096711	0.051147	-0.039213	
8.767	0.993109	0.098447	0.051093	-0.037853	
8.792	0.993002	0.100088	0.050691	-0.03687	
8.817	0.993018	0.10081	0.050114	-0.035236	
8.841	0.992878	0.102684	0.050074	-0.033796	
8.867	0.992672	0.104706	0.050615	-0.032836	
8.891	0.992518	0.105993	0.051564	-0.031869	
8.917	0.992653	0.105298	0.051355	-0.030253	
8.941	0.992794	0.104991	0.050041	-0.028876	
8.967	0.992572	0.107423	0.049543	-0.028416	
8.989	0.992378	0.109158	0.04965	-0.028369	
9.016	0.992422	0.108921	0.049405	-0.02819	
9.042	0.992533	0.108275	0.048705	-0.027986	
9.068	0.992457	0.109018	0.048466	-0.028201	
9.092	0.992359	0.109894	0.048403	-0.028373	
9.129	0.992403	0.109816	0.047937	-0.027896	
9.156	0.992356	0.110357	0.047875	-0.02755	
9.184	0.992194	0.111803	0.048092	-0.027175	
9.211	0.992059	0.112906	0.048405	-0.026972	
9.236	0.992079	0.112756	0.048503	-0.026706	
9.261	0.99212	0.112431	0.048537	-0.026495	
9.286	0.992109	0.112626	0.04841	-0.026288	
