Hora de inicio de la toma de datos: 11:30:41
AT(s)	W	X	Y	Z
1.545	0.992579	0.105821	-0.059375	-0.007926	
1.565	0.992823	0.103496	-0.059446	-0.007579	
1.594	0.992997	0.101782	-0.059552	-0.007127	
1.62	0.993027	0.101539	-0.059495	-0.00697	
1.642	0.992969	0.102218	-0.059285	-0.007049	
1.667	0.992883	0.103213	-0.058947	-0.007433	
1.694	0.992813	0.103951	-0.058773	-0.007869	
1.732	0.992792	0.104232	-0.058615	-0.007976	
1.764	0.992938	0.102995	-0.058368	-0.007658	
1.79	0.993084	0.101473	-0.058625	-0.007095	
1.812	0.993137	0.100814	-0.058913	-0.006763	
1.837	0.993033	0.101753	-0.059038	-0.006829	
1.867	0.992883	0.10322	-0.058961	-0.007242	
1.891	0.992759	0.104429	-0.058865	-0.007631	
1.917	0.992764	0.104341	-0.058922	-0.007858	
1.941	0.992891	0.102983	-0.059198	-0.007656	
1.967	0.993049	0.101388	-0.059347	-0.007188	
1.994	0.993219	0.099675	-0.059448	-0.006873	
2.017	0.993313	0.098663	-0.059584	-0.00665	
2.043	0.993315	0.098641	-0.059595	-0.0066	
2.081	0.993252	0.099338	-0.059486	-0.006675	
2.107	0.993197	0.099893	-0.059466	-0.006745	
2.135	0.993188	0.099954	-0.059492	-0.006857	
2.163	0.993239	0.09939	-0.059598	-0.006816	
2.192	0.993237	0.099401	-0.059625	-0.006688	
2.231	0.993179	0.100013	-0.059577	-0.006619	
2.256	0.993105	0.100907	-0.059304	-0.006563	
2.285	0.993079	0.101215	-0.059261	-0.006142	
2.312	0.993175	0.100151	-0.059493	-0.005764	
2.337	0.993292	0.098938	-0.059612	-0.005398	
2.363	0.993409	0.097934	-0.059356	-0.005037	
2.406	0.993427	0.097696	-0.059457	-0.004732	
2.438	0.993412	0.097497	-0.060078	-0.004187	
2.465	0.99337	0.097456	-0.060873	-0.003693	
2.496	0.993329	0.09752	-0.06145	-0.003465	
2.517	0.993186	0.098676	-0.06191	-0.003336	
2.543	0.99303	0.100136	-0.06206	-0.003467	
2.567	0.992955	0.101099	-0.061707	-0.003514	
2.606	0.993009	0.100706	-0.061491	-0.003248	
2.639	0.993142	0.099204	-0.061807	-0.002843	
2.662	0.993207	0.098447	-0.061975	-0.002596	
2.687	0.993268	0.097875	-0.06191	-0.002407	
2.713	0.993428	0.096234	-0.061933	-0.00207	
2.743	0.993595	0.09439	-0.062099	-0.001722	
2.781	0.993789	0.0922	-0.062302	-0.001124	
2.808	0.993903	0.090843	-0.062487	-0.000419	
2.838	0.99396	0.08981	-0.063071	0.000121	
2.868	0.993892	0.090247	-0.06351	0.000275	
2.894	0.993778	0.091376	-0.063683	0.000551	
2.915	0.993747	0.091539	-0.063934	0.000985	
2.957	0.993814	0.090507	-0.064338	0.001547	
2.986	0.993894	0.089583	-0.064385	0.001938	
3.011	0.994009	0.088443	-0.06418	0.002392	
3.036	0.994182	0.086612	-0.063976	0.002905	
3.062	0.994358	0.084788	-0.063658	0.003421	
3.088	0.994592	0.0821	-0.063473	0.004093	
3.133	0.994712	0.080813	-0.063208	0.004676	
3.162	0.994938	0.078348	-0.062676	0.005562	
3.193	0.995069	0.076731	-0.062585	0.00584	
3.231	0.995092	0.07661	-0.062341	0.006021	
3.256	0.995053	0.077023	-0.062435	0.00626	
3.281	0.995076	0.076476	-0.062696	0.006707	
3.31	0.995163	0.075284	-0.062715	0.007087	
3.336	0.995212	0.074749	-0.062525	0.00746	
3.361	0.99527	0.074175	-0.062246	0.007825	
3.387	0.995381	0.072877	-0.061942	0.008341	
3.433	0.995452	0.07183	-0.061947	0.00886	
3.463	0.995436	0.072097	-0.061837	0.009199	
3.506	0.995401	0.072509	-0.061925	0.009165	
3.531	0.995397	0.072442	-0.062035	0.009407	
3.562	0.995424	0.071669	-0.062442	0.009739	
3.586	0.995418	0.071113	-0.063121	0.010075	
3.619	0.995384	0.071425	-0.063267	0.010351	
3.647	0.995361	0.071692	-0.063283	0.01059	
3.67	0.995386	0.071297	-0.063329	0.010613	
3.691	0.995416	0.071009	-0.06319	0.010583	
3.716	0.995421	0.071129	-0.062956	0.010667	
3.744	0.995474	0.070407	-0.062897	0.010841	
3.77	0.995548	0.069278	-0.062963	0.010974	
3.794	0.995584	0.06867	-0.063043	0.011045	
3.82	0.995603	0.06834	-0.063079	0.011154	
