Hora de inicio de la toma de datos: 11:31:03
AT(s)	W	X	Y	Z
4.817	0.89424	-0.129829	0.427702	0.023447	
4.842	0.896179	-0.127036	0.424483	0.023223	
4.879	0.898088	-0.126805	0.420518	0.022898	
4.905	0.898522	-0.126411	0.419666	0.023635	
4.929	0.899868	-0.12303	0.417606	0.026605	
4.961	0.900861	-0.122137	0.415678	0.027268	
4.986	0.902326	-0.123438	0.412042	0.028169	
5.015	0.905144	-0.125054	0.405029	0.032055	
5.055	0.91004	-0.123833	0.39376	0.038041	
5.08	0.916581	-0.123316	0.3779	0.043176	
5.105	0.928327	-0.119224	0.348648	0.049399	
5.129	0.937393	-0.112369	0.325394	0.052787	
5.154	0.946618	-0.104323	0.300162	0.054167	
5.179	0.954055	-0.098018	0.278226	0.052547	
5.205	0.964279	-0.103838	0.238959	0.047773	
5.236	0.97405	-0.102186	0.197165	0.043707	
5.261	0.985449	-0.089835	0.14098	0.030738	
5.292	0.991652	-0.074611	0.103226	0.020084	
5.317	0.996615	-0.057245	0.057623	0.012664	
5.355	0.999246	-0.037986	-0.007387	0.003105	
5.38	0.997667	-0.024645	-0.063492	-0.004702	
5.404	0.994794	-0.017064	-0.100371	-0.004385	
5.437	0.992756	-0.010775	-0.119595	-0.004014	
5.462	0.987541	-0.001822	-0.157238	-0.005944	
5.492	0.98045	0.005233	-0.19651	-0.008653	
5.516	0.971511	0.015073	-0.236258	-0.011007	
5.543	0.961579	0.026075	-0.273008	-0.012379	
5.567	0.954386	0.03418	-0.296484	-0.008735	
5.605	0.953863	0.03407	-0.298009	-0.013234	
5.63	0.952522	0.032349	-0.302015	-0.021035	
5.66	0.94747	0.036954	-0.316812	-0.023783	
5.687	0.937981	0.044935	-0.343011	-0.022712	
5.73	0.924727	0.04659	-0.377006	-0.024005	
5.762	0.915614	0.045563	-0.398776	-0.023529	
5.793	0.909638	0.044349	-0.412361	-0.023446	
5.818	0.905109	0.044256	-0.422252	-0.022853	
5.844	0.901514	0.044694	-0.429936	-0.020764	
5.867	0.898673	0.045237	-0.435905	-0.018122	
5.891	0.897107	0.044401	-0.439288	-0.015936	
5.918	0.89594	0.042551	-0.441895	-0.014516	
5.942	0.894086	0.04225	-0.445652	-0.014818	
5.967	0.89348	0.042083	-0.446872	-0.015096	
5.991	0.894097	0.039334	-0.445905	-0.014572	
6.017	0.894261	0.037195	-0.445785	-0.013767	
6.041	0.893718	0.037012	-0.446908	-0.013119	
6.067	0.893582	0.037127	-0.447152	-0.0137	
6.09	0.894123	0.03681	-0.44607	-0.014493	
6.116	0.894836	0.036216	-0.444697	-0.014218	
6.142	0.895544	0.036174	-0.443273	-0.014187	
6.165	0.897174	0.035738	-0.440001	-0.014142	
6.194	0.900752	0.035083	-0.432708	-0.01335	
6.23	0.906768	0.031882	-0.420207	-0.013452	
6.254	0.91395	0.027859	-0.404656	-0.013154	
6.281	0.929691	0.01848	-0.367614	-0.013913	
6.31	0.942376	0.011746	-0.334208	-0.009682	
6.337	0.95773	-0.004729	-0.287629	-0.000459	
6.38	0.97204	-0.020853	-0.233715	0.00898	
6.404	0.980364	-0.040768	-0.192343	0.015145	
6.429	0.985173	-0.070616	-0.15516	0.019326	
6.455	0.990323	-0.082217	-0.109776	0.021235	
6.481	0.994799	-0.085343	-0.050702	0.022816	
6.511	0.994721	-0.098571	-0.014718	0.024436	
6.555	0.989481	-0.127379	0.063639	0.025547	
6.587	0.985789	-0.131554	0.09946	0.031951	
6.611	0.981029	-0.134951	0.134132	0.037145	
6.637	0.974158	-0.141468	0.171495	0.03991	
6.662	0.966572	-0.146574	0.205804	0.043574	
6.687	0.956337	-0.146796	0.248039	0.048447	
6.729	0.936399	-0.147413	0.314859	0.047852	
6.763	0.924097	-0.148942	0.348621	0.048216	
6.786	0.913956	-0.146028	0.375434	0.049089	
6.811	0.902051	-0.143749	0.404075	0.048615	
6.836	0.890074	-0.142325	0.430304	0.048486	
6.862	0.877859	-0.142538	0.454295	0.051595	
6.892	0.869128	-0.143156	0.470147	0.055544	
6.929	0.861641	-0.145299	0.482654	0.059236	
6.955	0.857979	-0.142993	0.489451	0.062149	
6.979	0.855456	-0.140682	0.494288	0.063904	
7.005	0.854599	-0.139354	0.49583	0.066284	
7.037	0.854614	-0.138888	0.495912	0.066457	
7.062	0.855395	-0.13905	0.494408	0.067272	
7.087	0.856964	-0.136748	0.492293	0.067532	
7.116	0.857712	-0.136936	0.490932	0.067563	
7.142	0.859715	-0.13907	0.486761	0.06792	
7.163	0.863934	-0.141215	0.478572	0.068158	
7.186	0.874465	-0.143129	0.458265	0.069415	
7.219	0.889068	-0.145704	0.427377	0.075351	
7.243	0.904501	-0.147177	0.391859	0.081628	
7.266	0.930064	-0.133681	0.331977	0.083079	
7.293	0.952697	-0.108602	0.272701	0.078793	
7.329	0.966687	-0.100591	0.225015	0.069032	
7.355	0.982282	-0.096402	0.150235	0.057086	
7.38	0.992719	-0.070105	0.080983	0.0551	
7.405	0.997284	-0.047223	0.027184	0.049559	
7.43	0.998377	-0.037181	0.011091	0.041693	
7.454	0.998545	-0.030102	-0.017991	0.040954	
7.479	0.996181	-0.016304	-0.076064	0.039651	
7.505	0.986473	0.003121	-0.159977	0.035621	
7.537	0.980246	0.010709	-0.193753	0.038257	
7.561	0.974785	0.007104	-0.219724	0.038284	
7.586	0.965985	0.002562	-0.25575	0.038186	
7.612	0.953434	0.000934	-0.299069	0.039002	
7.636	0.939198	-0.000416	-0.341199	0.038604	
7.661	0.927287	0.001809	-0.372177	0.040245	
7.686	0.924028	0.001028	-0.380166	0.04056	
7.712	0.922474	0.000489	-0.384102	0.038831	
7.737	0.917545	0.003924	-0.395802	0.037895	
7.767	0.912872	0.006502	-0.406543	0.036681	
7.793	0.909939	0.009258	-0.41307	0.036036	
7.817	0.907647	0.012247	-0.418064	0.035359	
7.842	0.904366	0.013364	-0.425347	0.031989	
7.867	0.901405	0.012062	-0.431817	0.029276	
7.89	0.899649	0.012526	-0.435533	0.028033	
7.917	0.899061	0.012963	-0.436738	0.027947	
7.94	0.898499	0.013777	-0.437825	0.028605	
7.98	0.898213	0.015488	-0.438355	0.028611	
8.004	0.898629	0.016335	-0.437472	0.028576	
8.038	0.898834	0.014612	-0.437074	0.029165	
8.069	0.899215	0.012265	-0.436296	0.030129	
8.092	0.899728	0.011257	-0.435184	0.031272	
8.117	0.90017	0.010118	-0.434285	0.03145	
8.142	0.900544	0.009113	-0.433528	0.031471	
8.163	0.901245	0.008688	-0.432053	0.031807	
8.187	0.902677	0.008628	-0.428962	0.033028	
8.219	0.904953	0.007806	-0.424086	0.033912	
8.242	0.907913	0.006081	-0.417605	0.035532	
8.267	0.9121	-0.000229	-0.408177	0.038278	
8.292	0.918319	-0.0105	-0.393543	0.041279	
8.316	0.931859	-0.026011	-0.359536	0.041182	
8.342	0.945226	-0.042691	-0.321351	0.038199	
8.367	0.956699	-0.055614	-0.283217	0.037727	
8.39	0.968181	-0.065297	-0.238604	0.037826	
8.411	0.978023	-0.08215	-0.187964	0.037321	
8.436	0.983916	-0.108816	-0.135711	0.040622	
8.479	0.985734	-0.127652	-0.099294	0.046625	
8.505	0.986595	-0.135951	-0.075591	0.049326	
8.53	0.988158	-0.138694	-0.044429	0.048315	
8.554	0.9892	-0.137767	-0.017469	0.046879	
8.58	0.988642	-0.141545	0.006756	0.05007	
8.61	0.987687	-0.146096	0.024516	0.050297	
8.636	0.988283	-0.138426	0.042218	0.048506	
8.661	0.988844	-0.128697	0.055079	0.050896	
8.686	0.988293	-0.127492	0.063717	0.054436	
8.712	0.986506	-0.133963	0.075451	0.05627	
8.744	0.985623	-0.134122	0.0855	0.056994	
8.767	0.984641	-0.13278	0.096724	0.059121	
8.792	0.983017	-0.135014	0.106804	0.063576	
8.817	0.98134	-0.139478	0.114758	0.065935	
8.841	0.980734	-0.140347	0.119272	0.065094	
8.867	0.981159	-0.138366	0.118912	0.06358	
8.891	0.981924	-0.136595	0.115118	0.062575	
8.917	0.98195	-0.137132	0.113983	0.063064	
8.941	0.981278	-0.13932	0.116152	0.064747	
8.967	0.980894	-0.140204	0.117847	0.065595	
8.989	0.981017	-0.140717	0.116535	0.064991	
9.016	0.981301	-0.140781	0.114541	0.06411	
9.042	0.981296	-0.140835	0.114438	0.064241	
9.068	0.981323	-0.140486	0.114466	0.064542	
9.092	0.981506	-0.140031	0.113625	0.064244	
9.129	0.981625	-0.139587	0.113372	0.063827	
9.156	0.981753	-0.138004	0.113885	0.064387	
9.184	0.981862	-0.136712	0.114731	0.063982	
9.211	0.981787	-0.137392	0.114961	0.063257	
9.236	0.981732	-0.138526	0.114507	0.062461	
9.261	0.981952	-0.138265	0.11319	0.061984	
9.286	0.982516	-0.135998	0.111548	0.061026	
