Hora de inicio de la toma de datos: 11:30:49
AT(s)	W	X	Y	Z
2.659	0.997124	0.072247	-0.009746	-0.020699	
2.681	0.997253	0.070276	-0.011005	-0.020658	
2.708	0.996749	0.077924	-0.010491	-0.017561	
2.753	0.996604	0.079733	-0.011064	-0.017322	
2.783	0.996341	0.083484	-0.009688	-0.015508	
2.814	0.995989	0.088218	-0.006996	-0.013202	
2.84	0.995598	0.093089	-0.005242	-0.009602	
2.863	0.995169	0.097992	-0.00377	-0.004685	
2.888	0.99461	0.103689	0.000368	0.000354	
2.912	0.994042	0.10877	0.004928	0.005018	
2.937	0.993611	0.112161	0.008498	0.009196	
2.963	0.993364	0.113642	0.010652	0.014108	
2.986	0.993042	0.115426	0.010606	0.020794	
3.013	0.992691	0.117045	0.009968	0.027683	
3.037	0.992289	0.119007	0.010602	0.032967	
3.064	0.991861	0.121387	0.012084	0.036493	
3.086	0.991473	0.123848	0.013158	0.038347	
3.111	0.991162	0.126018	0.01412	0.038963	
3.139	0.99093	0.127553	0.0149	0.03958	
3.163	0.990886	0.12751	0.014056	0.041084	
3.19	0.990856	0.127311	0.0129	0.042777	
3.212	0.990526	0.129374	0.012618	0.044282	
3.251	0.990032	0.132726	0.012896	0.045315	
3.282	0.989898	0.133511	0.012838	0.045957	
3.308	0.989702	0.134817	0.012997	0.046317	
3.34	0.989633	0.135433	0.012712	0.046074	
3.365	0.989831	0.134227	0.011932	0.045562	
3.389	0.990037	0.1329	0.011541	0.045073	
3.416	0.990132	0.132362	0.011508	0.044574	
3.436	0.990217	0.131881	0.011144	0.044198	
3.457	0.990262	0.131681	0.010555	0.043925	
3.483	0.990276	0.131821	0.009397	0.043459	
3.509	0.990135	0.133256	0.008096	0.042555	
3.532	0.990011	0.134567	0.006807	0.041511	
3.558	0.989949	0.135559	0.004997	0.039989	
3.584	0.99009	0.135031	0.003244	0.038438	
3.608	0.990616	0.131696	0.001604	0.036507	
3.638	0.99105	0.128658	0.000318	0.035604	
3.665	0.991205	0.127607	0.000131	0.035075	
3.687	0.9914	0.126435	1.3e-05	0.033773	
3.713	0.991602	0.125208	-0.000549	0.032366	
3.752	0.99163	0.125281	-0.000696	0.031226	
3.784	0.991769	0.124539	-0.00117	0.029726	
3.808	0.992144	0.121625	-0.004202	0.028976	
3.852	0.992286	0.120334	-0.005801	0.029231	
3.881	0.992558	0.118495	-0.005327	0.027567	
3.913	0.993565	0.11008	-0.009071	0.025095	
3.95	0.994255	0.103814	-0.012055	0.023124	
3.975	0.99446	0.102076	-0.012765	0.0216	
4	0.994554	0.101623	-0.012332	0.019587	
4.026	0.994708	0.100217	-0.014948	0.01702	
4.051	0.994495	0.102229	-0.016894	0.015613	
4.075	0.994439	0.103252	-0.01658	0.012462	
4.1	0.994488	0.103358	-0.015249	0.008843	
4.126	0.994657	0.102131	-0.014554	0.003921	
4.151	0.994786	0.100845	-0.015173	-0.00096	
4.182	0.994966	0.098736	-0.015762	-0.006815	
4.207	0.995094	0.096867	-0.016046	-0.01211	
4.232	0.995081	0.096271	-0.016007	-0.01704	
4.257	0.994972	0.095507	-0.016421	-0.025282	
4.302	0.995101	0.092678	-0.01751	-0.029648	
4.327	0.995329	0.089248	-0.01777	-0.032247	
4.36	0.995581	0.085742	-0.017838	-0.033893	
4.382	0.995692	0.084324	-0.018208	-0.033997	
4.426	0.995731	0.083915	-0.018111	-0.033921	
4.453	0.995798	0.083186	-0.01761	-0.034009	
4.483	0.99582	0.083032	-0.017048	-0.03402	
4.508	0.99584	0.082779	-0.016705	-0.034212	
4.533	0.99588	0.082293	-0.01668	-0.034243	
4.558	0.995834	0.082829	-0.016556	-0.034343	
4.582	0.995776	0.083468	-0.016279	-0.034624	
4.609	0.995814	0.082768	-0.015918	-0.03536	
4.631	0.995855	0.082167	-0.015581	-0.035756	
4.661	0.995821	0.082865	-0.01521	-0.03525	
4.701	0.995742	0.084108	-0.014308	-0.034914	
4.725	0.995732	0.084061	-0.013742	-0.035525	
4.751	0.995747	0.083699	-0.01399	-0.035866	
4.782	0.99586	0.082511	-0.014254	-0.035392	
4.808	0.996088	0.080155	-0.013136	-0.034818	
4.833	0.996266	0.0782	-0.011893	-0.0346	
4.86	0.99651	0.075354	-0.011268	-0.034096	
4.888	0.996565	0.075297	-0.010197	-0.032947	
4.911	0.996656	0.074002	-0.010089	-0.033138	
4.939	0.996804	0.071703	-0.010228	-0.033705	
4.964	0.99689	0.070874	-0.010882	-0.032681	
5.001	0.99637	0.079411	-0.012378	-0.028082	
5.032	0.995557	0.090792	-0.012009	-0.021866	
5.057	0.994647	0.101829	-0.010002	-0.014412	
5.084	0.993365	0.114697	-0.006824	-0.004842	
5.106	0.992511	0.122095	-0.003501	0.001796	
5.132	0.991333	0.130816	0.003042	0.011731	
5.175	0.990663	0.134906	0.006896	0.018423	
5.2	0.990243	0.137147	0.00926	0.022866	
5.226	0.989561	0.140807	0.012006	0.028242	
5.25	0.989342	0.141152	0.013511	0.033093	
5.282	0.988919	0.142638	0.015994	0.037929	
5.308	0.987726	0.148773	0.019949	0.043192	
5.34	0.987041	0.152422	0.021686	0.04524	
5.375	0.986431	0.155637	0.022199	0.047307	
5.406	0.985957	0.157666	0.022724	0.050149	
5.432	0.985588	0.159201	0.023286	0.052245	
5.456	0.985037	0.162153	0.024025	0.053215	
5.483	0.984533	0.164951	0.023914	0.053985	
5.512	0.98459	0.164446	0.023809	0.054536	
5.536	0.984516	0.164932	0.024378	0.054148	
5.576	0.984684	0.16413	0.02385	0.053761	
5.6	0.984947	0.162632	0.023034	0.053854	
5.625	0.984868	0.163123	0.023246	0.053713	
5.65	0.984714	0.164106	0.023321	0.053516	
5.676	0.984587	0.165078	0.022328	0.053286	
5.702	0.984628	0.165304	0.0206	0.052527	
5.725	0.984796	0.164803	0.018911	0.051568	
5.75	0.985308	0.162328	0.016614	0.050413	
5.775	0.986215	0.157552	0.013	0.048872	
5.8	0.986882	0.154222	0.01033	0.046617	
5.826	0.987281	0.152636	0.008527	0.043667	
5.857	0.987734	0.150749	0.007072	0.04008	
5.884	0.988434	0.146877	0.004376	0.037496	
5.908	0.988858	0.144316	0.002851	0.03638	
5.931	0.988945	0.143948	0.002721	0.035497	
5.958	0.988919	0.144646	0.003726	0.033222	
5.987	0.988979	0.144508	0.003399	0.032025	
6.027	0.98872	0.146309	0.003287	0.031888	
6.058	0.988723	0.146625	0.00244	0.030373	
6.088	0.988452	0.148451	0.002072	0.030346	
6.112	0.98809	0.150925	0.002327	0.029895	
6.138	0.988093	0.151234	0.002632	0.028168	
6.161	0.988442	0.149326	0.002605	0.026008	
6.188	0.988825	0.147075	0.002675	0.024221	
6.215	0.989233	0.144612	0.002811	0.022301	
6.236	0.98955	0.14272	0.002822	0.020359	
6.264	0.98975	0.141549	0.003571	0.018598	
6.287	0.990267	0.138098	0.004656	0.016698	
6.312	0.991144	0.131987	0.003699	0.014099	
6.338	0.991561	0.128895	0.0028	0.013633	
6.375	0.991533	0.129085	0.003724	0.013632	
6.401	0.991553	0.128894	0.004891	0.01364	
6.427	0.991672	0.127924	0.005156	0.013965	
6.457	0.991612	0.128195	0.005572	0.015495	
6.483	0.991803	0.126582	0.005466	0.016537	
6.515	0.992063	0.124539	0.004769	0.016684	
6.536	0.992328	0.122401	0.003529	0.017038	
6.575	0.992663	0.11977	0.00227	0.016465	
6.602	0.992952	0.11748	0.001354	0.015609	
6.625	0.99319	0.115594	0.000745	0.014558	
6.651	0.993374	0.114102	0.00041	0.013738	
6.675	0.993469	0.113346	0.000764	0.013077	
6.7	0.993551	0.112695	0.001378	0.012395	
6.725	0.993626	0.112049	0.001805	0.012238	
6.751	0.993773	0.110723	0.00175	0.012335	
6.776	0.993973	0.108909	0.001513	0.012433	
6.807	0.994231	0.106539	0.001293	0.012398	
6.833	0.994621	0.102767	0.000787	0.012941	
6.861	0.994898	0.099981	0.000641	0.013469	
6.887	0.995174	0.097073	0.000563	0.01436	
6.926	0.995464	0.093863	0.00029	0.015511	
6.958	0.995708	0.091044	-0.000246	0.016642	
6.989	0.995767	0.090313	-0.000538	0.01708	
7.01	0.995705	0.090901	-0.000609	0.017547	
7.051	0.995618	0.091809	-0.000204	0.017753	
7.082	0.995511	0.092933	0.000244	0.017949	
